JUDUL,KATEGORI,tokens,stopwords,stemmed
pria bakar kalori lebih banyak saat bercinta ini alasannya,Olahraga,"['pria', 'bakar', 'kalori', 'lebih', 'banyak', 'saat', 'bercinta', 'ini', 'alasannya']","['pria', 'bakar', 'kalori', 'bercinta', 'alasannya']",pria bakar kalori cinta alas
pensiun waktunya hendraahsan istirahat dan kumpul dengan keluarga,Olahraga,"['pensiun', 'waktunya', 'hendraahsan', 'istirahat', 'dan', 'kumpul', 'dengan', 'keluarga']","['pensiun', 'hendraahsan', 'istirahat', 'kumpul', 'keluarga']",pensiun hendraahsan istirahat kumpul keluarga
hendraahsan di acara perpisahan ada sedihnya tapi,Olahraga,"['hendraahsan', 'di', 'acara', 'perpisahan', 'ada', 'sedihnya', 'tapi']","['hendraahsan', 'acara', 'perpisahan', 'sedihnya']",hendraahsan acara pisah sedih
berapa lama durasi jalan kaki yang bisa kempeskan perut,Olahraga,"['berapa', 'lama', 'durasi', 'jalan', 'kaki', 'yang', 'bisa', 'kempeskan', 'perut']","['durasi', 'jalan', 'kaki', 'kempeskan', 'perut']",durasi jalan kaki kempes perut
jessica simpson sukses turunkan bb  kg rahasianya makan banyak,Olahraga,"['jessica', 'simpson', 'sukses', 'turunkan', 'bb', 'kg', 'rahasianya', 'makan', 'banyak']","['jessica', 'simpson', 'sukses', 'turunkan', 'bb', 'kg', 'rahasianya', 'makan']",jessica simpson sukses turun bb kg rahasia makan
 jenis olahraga yang banyak bakar kalori bye perut buncit,Olahraga,"['jenis', 'olahraga', 'yang', 'banyak', 'bakar', 'kalori', 'bye', 'perut', 'buncit']","['jenis', 'olahraga', 'bakar', 'kalori', 'bye', 'perut', 'buncit']",jenis olahraga bakar kalori bye perut buncit
dokter ungkap cara jalan kaki yang baik untuk kesehatan jantung,Olahraga,"['dokter', 'ungkap', 'cara', 'jalan', 'kaki', 'yang', 'baik', 'untuk', 'kesehatan', 'jantung']","['dokter', 'jalan', 'kaki', 'kesehatan', 'jantung']",dokter jalan kaki sehat jantung
mangkrak bertahuntahun nasib tak jelas sor kaliki tasikmalaya,Olahraga,"['mangkrak', 'bertahuntahun', 'nasib', 'tak', 'jelas', 'sor', 'kaliki', 'tasikmalaya']","['mangkrak', 'bertahuntahun', 'nasib', 'sor', 'kaliki', 'tasikmalaya']",mangkrak bertahuntahun nasib sor kaliki tasikmalaya
ingin coba jalan kaki metode  catat dulu saran dokter olahraga,Olahraga,"['ingin', 'coba', 'jalan', 'kaki', 'metode', 'catat', 'dulu', 'saran', 'dokter', 'olahraga']","['coba', 'jalan', 'kaki', 'metode', 'catat', 'saran', 'dokter', 'olahraga']",coba jalan kaki metode catat saran dokter olahraga
jalan kaki metode  benarkah dapat pangkas bb dengan cepat ini kata dokter,Olahraga,"['jalan', 'kaki', 'metode', 'benarkah', 'dapat', 'pangkas', 'bb', 'dengan', 'cepat', 'ini', 'kata', 'dokter']","['jalan', 'kaki', 'metode', 'pangkas', 'bb', 'cepat', 'dokter']",jalan kaki metode pangkas bb cepat dokter
lagi olahraga rombongan siswa sd diserang tawon vespa hingga lukaluka,Olahraga,"['lagi', 'olahraga', 'rombongan', 'siswa', 'sd', 'diserang', 'tawon', 'vespa', 'hingga', 'lukaluka']","['olahraga', 'rombongan', 'siswa', 'sd', 'diserang', 'tawon', 'vespa', 'lukaluka']",olahraga rombong siswa sd serang tawon vespa lukaluka
pria nekat jalan kaki  ribu langkah seminggu dokter soroti kemungkinan risikonya,Olahraga,"['pria', 'nekat', 'jalan', 'kaki', 'ribu', 'langkah', 'seminggu', 'dokter', 'soroti', 'kemungkinan', 'risikonya']","['pria', 'nekat', 'jalan', 'kaki', 'ribu', 'langkah', 'seminggu', 'dokter', 'soroti', 'risikonya']",pria nekat jalan kaki ribu langkah minggu dokter sorot risiko
dokter ungkap jenis jalan kaki yang efektif bikin jantung lebih kuat,Olahraga,"['dokter', 'ungkap', 'jenis', 'jalan', 'kaki', 'yang', 'efektif', 'bikin', 'jantung', 'lebih', 'kuat']","['dokter', 'jenis', 'jalan', 'kaki', 'efektif', 'bikin', 'jantung', 'kuat']",dokter jenis jalan kaki efektif bikin jantung kuat
wanita ini punya tenaga super tiap hari marathon,Olahraga,"['wanita', 'ini', 'punya', 'tenaga', 'super', 'tiap', 'hari', 'marathon']","['wanita', 'tenaga', 'super', 'marathon']",wanita tenaga super marathon
rahasia awet muda yeyen lidya ini diprotes anak,Olahraga,"['rahasia', 'awet', 'muda', 'yeyen', 'lidya', 'ini', 'diprotes', 'anak']","['rahasia', 'awet', 'muda', 'yeyen', 'lidya', 'diprotes', 'anak']",rahasia awet muda yeyen lidya protes anak
hemat waktu baju kerja unik ini bisa dipakai berenang sekaligus ke kantor,Olahraga,"['hemat', 'waktu', 'baju', 'kerja', 'unik', 'ini', 'bisa', 'dipakai', 'berenang', 'sekaligus', 'ke', 'kantor']","['hemat', 'baju', 'kerja', 'unik', 'dipakai', 'berenang', 'kantor']",hemat baju kerja unik pakai renang kantor
pengakuan miliarder terobsesi hidup abadi ini ritualnya agar tak menua,Olahraga,"['pengakuan', 'miliarder', 'terobsesi', 'hidup', 'abadi', 'ini', 'ritualnya', 'agar', 'tak', 'menua']","['pengakuan', 'miliarder', 'terobsesi', 'hidup', 'abadi', 'ritualnya', 'menua']",aku miliarder obsesi hidup abadi ritual tua
jurus diet tanpa nyiksa ala jennifer aniston tetap body goals di umur ,Olahraga,"['jurus', 'diet', 'tanpa', 'nyiksa', 'ala', 'jennifer', 'aniston', 'tetap', 'body', 'goals', 'di', 'umur']","['jurus', 'diet', 'nyiksa', 'ala', 'jennifer', 'aniston', 'body', 'goals', 'umur']",jurus diet nyiksa ala jennifer aniston body goals umur
before vs after shireen sungkar turun bb  kg sebulan kini makin langsing,Olahraga,"['before', 'vs', 'after', 'shireen', 'sungkar', 'turun', 'bb', 'kg', 'sebulan', 'kini', 'makin', 'langsing']","['before', 'vs', 'after', 'shireen', 'sungkar', 'turun', 'bb', 'kg', 'sebulan', 'langsing']",before vs after shireen sungkar turun bb kg bulan langsing
 manfaat jalan kaki meski hanya  menit sehari,Olahraga,"['manfaat', 'jalan', 'kaki', 'meski', 'hanya', 'menit', 'sehari']","['manfaat', 'jalan', 'kaki', 'menit', 'sehari']",manfaat jalan kaki menit hari
 cara jalan kaki yang ampuh hempaskan lemak byebye perut buncit,Olahraga,"['cara', 'jalan', 'kaki', 'yang', 'ampuh', 'hempaskan', 'lemak', 'byebye', 'perut', 'buncit']","['jalan', 'kaki', 'ampuh', 'hempaskan', 'lemak', 'byebye', 'perut', 'buncit']",jalan kaki ampuh hempas lemak byebye perut buncit
cara efektif mengatasi insomnia menurut studi,Olahraga,"['cara', 'efektif', 'mengatasi', 'insomnia', 'menurut', 'studi']","['efektif', 'mengatasi', 'insomnia', 'studi']",efektif atas insomnia studi
rekomendasi latihan ala ade rai buat yang mau konsisten olahraga di ,Olahraga,"['rekomendasi', 'latihan', 'ala', 'ade', 'rai', 'buat', 'yang', 'mau', 'konsisten', 'olahraga', 'di']","['rekomendasi', 'latihan', 'ala', 'ade', 'rai', 'konsisten', 'olahraga']",rekomendasi latih ala ade rai konsisten olahraga
ratu ganda campuran huang yaqiong umumkan pensiun,Olahraga,"['ratu', 'ganda', 'campuran', 'huang', 'yaqiong', 'umumkan', 'pensiun']","['ratu', 'ganda', 'campuran', 'huang', 'yaqiong', 'umumkan', 'pensiun']",ratu ganda campur huang yaqiong umum pensiun
 manfaat jalan kaki secara rutin bisa turunkan berat badan,Olahraga,"['manfaat', 'jalan', 'kaki', 'secara', 'rutin', 'bisa', 'turunkan', 'berat', 'badan']","['manfaat', 'jalan', 'kaki', 'rutin', 'turunkan', 'berat', 'badan']",manfaat jalan kaki rutin turun berat badan
olahraga pagi jadi pilihan warga bandung nikmati hari pertama ,Olahraga,"['olahraga', 'pagi', 'jadi', 'pilihan', 'warga', 'bandung', 'nikmati', 'hari', 'pertama']","['olahraga', 'pagi', 'pilihan', 'warga', 'bandung', 'nikmati']",olahraga pagi pilih warga bandung nikmat
ramai soal kasus meninggal serangan jantung saat ngegym usai bekerja ini kata dokter,Olahraga,"['ramai', 'soal', 'kasus', 'meninggal', 'serangan', 'jantung', 'saat', 'ngegym', 'usai', 'bekerja', 'ini', 'kata', 'dokter']","['ramai', 'meninggal', 'serangan', 'jantung', 'ngegym', 'dokter']",ramai tinggal serang jantung ngegym dokter
sah nikmati hiburan hingga olahraga di mataram kena pajak  mulai ,Olahraga,"['sah', 'nikmati', 'hiburan', 'hingga', 'olahraga', 'di', 'mataram', 'kena', 'pajak', 'mulai']","['sah', 'nikmati', 'hiburan', 'olahraga', 'mataram', 'kena', 'pajak']",sah nikmat hibur olahraga mataram kena pajak
jalan kaki vs naik tangga mana yang lebih efektif turunkan bb,Olahraga,"['jalan', 'kaki', 'vs', 'naik', 'tangga', 'mana', 'yang', 'lebih', 'efektif', 'turunkan', 'bb']","['jalan', 'kaki', 'vs', 'tangga', 'efektif', 'turunkan', 'bb']",jalan kaki vs tangga efektif turun bb
harus jalan berapa km tiap hari agar tetap sehat begini penjelasannya,Olahraga,"['harus', 'jalan', 'berapa', 'km', 'tiap', 'hari', 'agar', 'tetap', 'sehat', 'begini', 'penjelasannya']","['jalan', 'km', 'sehat', 'penjelasannya']",jalan km sehat jelas
liverpool kokoh di puncak slot ingatkan tak jemawa sampai bawabawa city,Olahraga,"['liverpool', 'kokoh', 'di', 'puncak', 'slot', 'ingatkan', 'tak', 'jemawa', 'sampai', 'bawabawa', 'city']","['liverpool', 'kokoh', 'puncak', 'slot', 'ingatkan', 'jemawa', 'bawabawa', 'city']",liverpool kokoh puncak slot ingat jemawa bawabawa city
liburan kolesterol aman catat pesan internis buat yang mau kuliner ugalugalan,Olahraga,"['liburan', 'kolesterol', 'aman', 'catat', 'pesan', 'internis', 'buat', 'yang', 'mau', 'kuliner', 'ugalugalan']","['liburan', 'kolesterol', 'aman', 'catat', 'pesan', 'internis', 'kuliner', 'ugalugalan']",libur kolesterol aman catat pesan internis kuliner ugalugalan
viral olahraga  di tiktok jalan di treadmill bisa pangkas bb  kg,Olahraga,"['viral', 'olahraga', 'di', 'tiktok', 'jalan', 'di', 'treadmill', 'bisa', 'pangkas', 'bb', 'kg']","['viral', 'olahraga', 'tiktok', 'jalan', 'treadmill', 'pangkas', 'bb', 'kg']",viral olahraga tiktok jalan treadmill pangkas bb kg
ini kebiasaan yang picu pria usia an kena impotensi,Olahraga,"['ini', 'kebiasaan', 'yang', 'picu', 'pria', 'usia', 'an', 'kena', 'impotensi']","['kebiasaan', 'picu', 'pria', 'usia', 'an', 'kena', 'impotensi']",biasa picu pria usia an kena impotensi
resep agar otak tetap sehat dan tajam ala ahli saraf,Olahraga,"['resep', 'agar', 'otak', 'tetap', 'sehat', 'dan', 'tajam', 'ala', 'ahli', 'saraf']","['resep', 'otak', 'sehat', 'tajam', 'ala', 'ahli', 'saraf']",resep otak sehat tajam ala ahli saraf
mudah dilakukan di rumah kebiasaan ini bisa cegah lonjakan tekanan darah,Olahraga,"['mudah', 'dilakukan', 'di', 'rumah', 'kebiasaan', 'ini', 'bisa', 'cegah', 'lonjakan', 'tekanan', 'darah']","['mudah', 'rumah', 'kebiasaan', 'cegah', 'lonjakan', 'tekanan', 'darah']",mudah rumah biasa cegah lonjak tekan darah
meghan trainor sukses pangkas  kg begini caranya dapatkan bb ideal,Olahraga,"['meghan', 'trainor', 'sukses', 'pangkas', 'kg', 'begini', 'caranya', 'dapatkan', 'bb', 'ideal']","['meghan', 'trainor', 'sukses', 'pangkas', 'kg', 'dapatkan', 'bb', 'ideal']",meghan trainor sukses pangkas kg dapat bb ideal
unik pemkab sumbawa barat masukkan surfing sebagai ekstrakulikuler di sekolah,Olahraga,"['unik', 'pemkab', 'sumbawa', 'barat', 'masukkan', 'surfing', 'sebagai', 'ekstrakulikuler', 'di', 'sekolah']","['unik', 'pemkab', 'sumbawa', 'barat', 'masukkan', 'surfing', 'ekstrakulikuler', 'sekolah']",unik pemkab sumbawa barat masuk surfing ekstrakulikuler sekolah
 kebiasaan sederhana cegah gagal ginjal di usia muda mudah dilakukan,Olahraga,"['kebiasaan', 'sederhana', 'cegah', 'gagal', 'ginjal', 'di', 'usia', 'muda', 'mudah', 'dilakukan']","['kebiasaan', 'sederhana', 'cegah', 'gagal', 'ginjal', 'usia', 'muda', 'mudah']",biasa sederhana cegah gagal ginjal usia muda mudah
uniknya hadiah maraton di china dari sapi hingga beras,Olahraga,"['uniknya', 'hadiah', 'maraton', 'di', 'china', 'dari', 'sapi', 'hingga', 'beras']","['uniknya', 'hadiah', 'maraton', 'china', 'sapi', 'beras']",unik hadiah maraton china sapi beras
hatihati cara duduk seperti ini bikin gen z rentan kena nyeri pinggang,Olahraga,"['hatihati', 'cara', 'duduk', 'seperti', 'ini', 'bikin', 'gen', 'z', 'rentan', 'kena', 'nyeri', 'pinggang']","['hatihati', 'duduk', 'bikin', 'gen', 'z', 'rentan', 'kena', 'nyeri', 'pinggang']",hatihati duduk bikin gen z rentan kena nyeri pinggang
mengetahui sejarah bola basket di dunia siapa penciptanya,Olahraga,"['mengetahui', 'sejarah', 'bola', 'basket', 'di', 'dunia', 'siapa', 'penciptanya']","['sejarah', 'bola', 'basket', 'dunia', 'penciptanya']",sejarah bola basket dunia cipta
pemula wajib tahu tips dokter jantung agar tak kolaps saat olahraga,Olahraga,"['pemula', 'wajib', 'tahu', 'tips', 'dokter', 'jantung', 'agar', 'tak', 'kolaps', 'saat', 'olahraga']","['pemula', 'wajib', 'tips', 'dokter', 'jantung', 'kolaps', 'olahraga']",mula wajib tips dokter jantung kolaps olahraga
tips dari dokter jantung agar tak kolaps saat olahraga setop jika muncul gejala ini,Olahraga,"['tips', 'dari', 'dokter', 'jantung', 'agar', 'tak', 'kolaps', 'saat', 'olahraga', 'setop', 'jika', 'muncul', 'gejala', 'ini']","['tips', 'dokter', 'jantung', 'kolaps', 'olahraga', 'setop', 'muncul', 'gejala']",tips dokter jantung kolaps olahraga setop muncul gejala
dito sebut prabowo ingin jam olahraga di sekolah ditambah minimal  jamhari,Olahraga,"['dito', 'sebut', 'prabowo', 'ingin', 'jam', 'olahraga', 'di', 'sekolah', 'ditambah', 'minimal', 'jamhari']","['dito', 'prabowo', 'jam', 'olahraga', 'sekolah', 'ditambah', 'minimal', 'jamhari']",dito prabowo jam olahraga sekolah tambah minimal jamhari
stop demi jantung olahraga berat saat kurang tidur jangan dinormalisasi,Olahraga,"['stop', 'demi', 'jantung', 'olahraga', 'berat', 'saat', 'kurang', 'tidur', 'jangan', 'dinormalisasi']","['stop', 'jantung', 'olahraga', 'berat', 'tidur', 'dinormalisasi']",stop jantung olahraga berat tidur normalisasi
studi bongkar rahasia agar setiap orang bisa hidup lebih lama olahraga jawabannya,Olahraga,"['studi', 'bongkar', 'rahasia', 'agar', 'setiap', 'orang', 'bisa', 'hidup', 'lebih', 'lama', 'olahraga', 'jawabannya']","['studi', 'bongkar', 'rahasia', 'orang', 'hidup', 'olahraga', 'jawabannya']",studi bongkar rahasia orang hidup olahraga jawab
video asian games olimpiade dan piala dunia jadi prioritas prabowo,Olahraga,"['video', 'asian', 'games', 'olimpiade', 'dan', 'piala', 'dunia', 'jadi', 'prioritas', 'prabowo']","['video', 'asian', 'games', 'olimpiade', 'piala', 'dunia', 'prioritas', 'prabowo']",video asi games olimpiade piala dunia prioritas prabowo
menpora ungkap arahan gibran di rapat dbon kembangkan industri olahraga,Olahraga,"['menpora', 'ungkap', 'arahan', 'gibran', 'di', 'rapat', 'dbon', 'kembangkan', 'industri', 'olahraga']","['menpora', 'arahan', 'gibran', 'rapat', 'dbon', 'kembangkan', 'industri', 'olahraga']",menpora arah gibran rapat dbon kembang industri olahraga
adu outfit di kelas pound fit,Olahraga,"['adu', 'outfit', 'di', 'kelas', 'pound', 'fit']","['adu', 'outfit', 'kelas', 'pound', 'fit']",adu outfit kelas pound fit
poundfit kok berisik sih ternyata teriakteriak tuh ada maksudnya,Olahraga,"['poundfit', 'kok', 'berisik', 'sih', 'ternyata', 'teriakteriak', 'tuh', 'ada', 'maksudnya']","['poundfit', 'berisik', 'sih', 'teriakteriak', 'tuh', 'maksudnya']",poundfit berisik sih teriakteriak tuh maksud
mager adalah maut ini tips davina karamoy sempatkan olahraga di tengah kesibukan,Olahraga,"['mager', 'adalah', 'maut', 'ini', 'tips', 'davina', 'karamoy', 'sempatkan', 'olahraga', 'di', 'tengah', 'kesibukan']","['mager', 'maut', 'tips', 'davina', 'karamoy', 'sempatkan', 'olahraga', 'kesibukan']",mager maut tips davina karamoy sempat olahraga sibuk
kenapa olahraga bagus untuk mental health begini penjelasan ilmiahnya,Olahraga,"['kenapa', 'olahraga', 'bagus', 'untuk', 'mental', 'health', 'begini', 'penjelasan', 'ilmiahnya']","['olahraga', 'bagus', 'mental', 'health', 'penjelasan', 'ilmiahnya']",olahraga bagus mental health jelas ilmiah
bikin takjub nenek  cucu pecahkan rekor dunia push up  kali dalam  jam,Olahraga,"['bikin', 'takjub', 'nenek', 'cucu', 'pecahkan', 'rekor', 'dunia', 'push', 'up', 'kali', 'dalam', 'jam']","['bikin', 'takjub', 'nenek', 'cucu', 'pecahkan', 'rekor', 'dunia', 'push', 'up', 'kali', 'jam']",bikin takjub nenek cucu pecah rekor dunia push up kali jam
olahraga sebelum atau setelah sarapan mana yang lebih baik buat tubuh,Olahraga,"['olahraga', 'sebelum', 'atau', 'setelah', 'sarapan', 'mana', 'yang', 'lebih', 'baik', 'buat', 'tubuh']","['olahraga', 'sarapan', 'tubuh']",olahraga sarap tubuh
 olahraga untuk membentuk tubuh ideal cukup di rumah saja,Olahraga,"['olahraga', 'untuk', 'membentuk', 'tubuh', 'ideal', 'cukup', 'di', 'rumah', 'saja']","['olahraga', 'membentuk', 'tubuh', 'ideal', 'rumah']",olahraga bentuk tubuh ideal rumah
diikuti  pelari dari  negara brimo dukung oppo run  bali,Olahraga,"['diikuti', 'pelari', 'dari', 'negara', 'brimo', 'dukung', 'oppo', 'run', 'bali']","['diikuti', 'pelari', 'negara', 'brimo', 'dukung', 'oppo', 'run', 'bali']",ikut lari negara brimo dukung oppo run bal
yang dilakukan aliando hingga berat badan turun  kg sebulan,Olahraga,"['yang', 'dilakukan', 'aliando', 'hingga', 'berat', 'badan', 'turun', 'kg', 'sebulan']","['aliando', 'berat', 'badan', 'turun', 'kg', 'sebulan']",aliando berat badan turun kg bulan
babak baru kasus superstar fitness member tuntut refund atau alat gym disita,Olahraga,"['babak', 'baru', 'kasus', 'superstar', 'fitness', 'member', 'tuntut', 'refund', 'atau', 'alat', 'gym', 'disita']","['babak', 'superstar', 'fitness', 'member', 'tuntut', 'refund', 'alat', 'gym', 'disita']",babak superstar fitness member tuntut refund alat gym sita
event lari tumpah ruah dokter ingatkan cek kondisi jantung biar nggak kolaps,Olahraga,"['event', 'lari', 'tumpah', 'ruah', 'dokter', 'ingatkan', 'cek', 'kondisi', 'jantung', 'biar', 'nggak', 'kolaps']","['event', 'lari', 'tumpah', 'ruah', 'dokter', 'ingatkan', 'cek', 'kondisi', 'jantung', 'biar', 'nggak', 'kolaps']",event lari tumpah ruah dokter ingat cek kondisi jantung biar nggak kolaps
respons andre taulany dibilang sibuk kerja buat lupakan kesedihan,Olahraga,"['respons', 'andre', 'taulany', 'dibilang', 'sibuk', 'kerja', 'buat', 'lupakan', 'kesedihan']","['respons', 'andre', 'taulany', 'dibilang', 'sibuk', 'kerja', 'lupakan', 'kesedihan']",respons andre taulany bilang sibuk kerja lupa sedih
getar suara meneduhkan di tengah bisingnya kota jakarta,Olahraga,"['getar', 'suara', 'meneduhkan', 'di', 'tengah', 'bisingnya', 'kota', 'jakarta']","['getar', 'suara', 'meneduhkan', 'bisingnya', 'kota', 'jakarta']",getar suara teduh bising kota jakarta
superstar fitness tutup member klaim rugi rp  m,Olahraga,"['superstar', 'fitness', 'tutup', 'member', 'klaim', 'rugi', 'rp', 'm']","['superstar', 'fitness', 'tutup', 'member', 'klaim', 'rugi', 'rp', 'm']",superstar fitness tutup member klaim rugi rp m
resep bugar dan awet muda ala anjasmara meski usia sudah hampir kepala ,Olahraga,"['resep', 'bugar', 'dan', 'awet', 'muda', 'ala', 'anjasmara', 'meski', 'usia', 'sudah', 'hampir', 'kepala']","['resep', 'bugar', 'awet', 'muda', 'ala', 'anjasmara', 'usia', 'kepala']",resep bugar awet muda ala anjasmara usia kepala
rekomendasi olahraga untuk pengidap saraf kejepit menurut spesialis ortopedi,Olahraga,"['rekomendasi', 'olahraga', 'untuk', 'pengidap', 'saraf', 'kejepit', 'menurut', 'spesialis', 'ortopedi']","['rekomendasi', 'olahraga', 'pengidap', 'saraf', 'kejepit', 'spesialis', 'ortopedi']",rekomendasi olahraga idap saraf jepit spesialis ortopedi
cokelat dubai setara  bungkus nasi padang butuh renang  jam bakar kalorinya,Olahraga,"['cokelat', 'dubai', 'setara', 'bungkus', 'nasi', 'padang', 'butuh', 'renang', 'jam', 'bakar', 'kalorinya']","['cokelat', 'dubai', 'setara', 'bungkus', 'nasi', 'padang', 'butuh', 'renang', 'jam', 'bakar', 'kalorinya']",cokelat dubai tara bungkus nasi padang butuh renang jam bakar kalori
ukuran lapangan voli standar global tinggi tiang hingga jaringnya,Olahraga,"['ukuran', 'lapangan', 'voli', 'standar', 'global', 'tinggi', 'tiang', 'hingga', 'jaringnya']","['ukuran', 'lapangan', 'voli', 'standar', 'global', 'tiang', 'jaringnya']",ukur lapang voli standar global tiang jaring
 olahraga ini bisa jadi pilihan saat musim hujan agar tubuh tetap bugar,Olahraga,"['olahraga', 'ini', 'bisa', 'jadi', 'pilihan', 'saat', 'musim', 'hujan', 'agar', 'tubuh', 'tetap', 'bugar']","['olahraga', 'pilihan', 'musim', 'hujan', 'tubuh', 'bugar']",olahraga pilih musim hujan tubuh bugar
